Organization,Country,Lattitude,Longitude,Industry,Organization size,Owner,Lead acquisition date,Product,Status,Status sequence,Stage,Stage sequence,"Deal Value, $","Probability, %",Expected close date,Actual close date
Bartoletti and Sons,Netherlands,52.370216,4.895168,Telecommunications,Medium (201-500),Emily Johnson,3/17/2024,Services,New,1,,,2270,1/9/1900,9/18/2024,
Green-Leuschke,Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Michael Brown,3/29/2024,Services,New,1,,,7722,3/20/1900,9/9/2024,
Pouros LLC,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Kevin Anderson,5/18/2024,Services,New,1,,,3419,3/30/1900,2/19/2025,
Rau-Erdman,Germany,52.520008,13.404954,Education & Science,Medium (201-500),Sarah Davis,2/29/2024,SAAS,New,1,,,7103,2/18/1900,1/4/2025,
Gutkowski-Williamson,Italy,41.902782,12.496366,IT & IT Services,Medium (201-500),Laura Thompson,3/20/2024,Services,New,1,,,7155,2/8/1900,2/15/2025,
"Daugherty, Torphy and Goldner",Switzerland,46.204391,6.143158,Construction & Engineering,Medium (201-500),Emily Johnson,1/2/2024,SAAS,New,1,,,7505,2/18/1900,8/25/2024,
Hoppe LLC,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Emily Johnson,5/6/2024,SAAS,New,1,,,1076,1/19/1900,8/4/2024,
McLaughlin-Glover,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Laura Thompson,2/18/2024,SAAS,New,1,,,3880,1/19/1900,5/9/2024,
Graham LLC,France,48.864716,2.349014,Telecommunications,Medium (201-500),Michael Brown,2/27/2024,Custom solution,New,1,,,1854,1/19/1900,9/11/2024,
"Davis, Herzog and Hudson",Portugal,38.736946,-9.142685,Recreation & Sports,Medium (201-500),Kevin Anderson,4/8/2024,Services,New,1,,,6316,2/8/1900,12/23/2024,
Gleichner-Kuhic,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,5/10/2024,Services,New,1,,,7557,3/30/1900,2/8/2025,
Miller-Dibbert,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),David Wilson,3/29/2024,Services,New,1,,,5533,2/28/1900,12/30/2024,
"Hane, Wolf and Gleichner",France,48.864716,2.349014,Energy & Utilities,Medium (201-500),Sarah Davis,3/12/2024,Services,New,1,,,3045,1/19/1900,4/29/2024,
Bauch-Strosin,Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),Jessica Martinez,3/1/2024,Services,New,1,,,6633,4/9/1900,10/21/2024,
"Walter, Sporer and Fisher",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Emily Johnson,2/9/2024,Custom solution,New,1,,,707,1/29/1900,2/29/2024,
"Parker, Terry and Upton",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,2/25/2024,SAAS,New,1,,,2422,1/29/1900,12/19/2024,
Leannon-Crooks,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,2/23/2024,Services,New,1,,,4070,2/28/1900,4/4/2024,
McCullough-West,Netherlands,52.370216,4.895168,Banking and Finance,Medium (201-500),Laura Thompson,1/17/2024,Services,New,1,,,2596,1/19/1900,6/5/2024,
"Doyle, Moore and Streich",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),David Wilson,2/15/2024,SAAS,New,1,,,4915,2/8/1900,11/29/2024,
"Champlin, Murphy and Kassulke",Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Jessica Martinez,3/24/2024,Custom solution,New,1,,,7272,2/28/1900,2/25/2025,
McClure Inc,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),David Wilson,3/28/2024,Services,New,1,,,2908,2/8/1900,10/9/2024,
Ruecker and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Laura Thompson,5/4/2024,SAAS,New,1,,,1508,2/18/1900,10/13/2024,
Kris-Ankunding,France,48.864716,2.349014,Recreation & Sports,Medium (201-500),Laura Thompson,3/12/2024,SAAS,New,1,,,349,2/28/1900,2/12/2025,
Weimann Inc,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Michael Brown,3/1/2024,Services,New,1,,,6829,2/8/1900,8/14/2024,
Auer Inc,Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),Emily Johnson,3/20/2024,Services,New,1,,,1866,1/19/1900,10/13/2024,
"Dare, Feest and Rosenbaum",Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Michael Brown,3/20/2024,Services,New,1,,,2334,2/28/1900,7/23/2024,
"Kshlerin, Ledner and Flatley",Belgium,51.260197,4.402771,Retail & Distribution,Medium (201-500),Kevin Anderson,2/8/2024,Services,New,1,,,612,1/29/1900,6/23/2024,
Price-Breitenberg,Portugal,38.736946,-9.142685,Retail & Distribution,Medium (201-500),Michael Brown,5/11/2024,SAAS,New,1,,,1780,2/8/1900,10/4/2024,
"Grant, Hayes and Jast",Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),David Wilson,3/24/2024,Services,New,1,,,1157,1/29/1900,7/29/2024,
"Donnelly, Hettinger and Pacocha",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,3/7/2024,Services,New,1,,,7851,1/29/1900,10/11/2024,
Goodwin Group,France,48.864716,2.349014,Professional Services  & Consulting,Medium (201-500),Sarah Davis,1/21/2024,Services,New,1,,,1721,2/18/1900,8/9/2024,
"Murphy, Hahn and Heaney",Switzerland,46.204391,6.143158,Entertainment & Media & Hospitality,Medium (201-500),David Wilson,3/2/2024,SAAS,New,1,,,3474,2/8/1900,4/14/2024,
Rippin Group,Germany,52.520008,13.404954,Energy & Utilities,Medium (201-500),Kevin Anderson,4/13/2024,Services,New,1,,,1249,1/29/1900,1/14/2025,
Renner and Sons,Spain,40.416775,-3.703790,Agriculture & Mining,Medium (201-500),Emily Johnson,3/27/2024,SAAS,New,1,,,2734,2/8/1900,1/30/2025,
"Bogan, Walsh and Powlowski",Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Kevin Anderson,5/6/2024,Services,New,1,,,6083,2/8/1900,7/16/2024,
Bins Inc,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,1/5/2024,Services,New,1,,,2744,3/10/1900,12/30/2024,
"Watsica, Spencer and Carter",Portugal,38.736946,-9.142685,Retail & Distribution,Medium (201-500),David Wilson,1/15/2024,SAAS,New,1,,,2259,3/20/1900,7/30/2024,
Kohler and Sons,Switzerland,46.204391,6.143158,Banking and Finance,Medium (201-500),Jessica Martinez,5/20/2024,SAAS,New,1,,,1092,2/8/1900,4/23/2025,
"Walter, Schowalter and Denesik",Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Michael Brown,2/6/2024,SAAS,New,1,,,6678,4/9/1900,9/6/2024,
Schmitt and Sons,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Michael Brown,4/5/2024,Custom solution,New,1,,,2005,1/29/1900,7/19/2024,
Erdman and Sons,Spain,40.416775,-3.703790,Government Administration Healthcare,Medium (201-500),David Wilson,2/8/2024,Custom solution,New,1,,,7677,1/9/1900,7/20/2024,
"MacGyver, Halvorson and Dietrich",Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Kevin Anderson,3/13/2024,Services,New,1,,,6331,3/20/1900,7/30/2024,
Stark-Gislason,Portugal,38.736946,-9.142685,Recreation & Sports,Medium (201-500),Kevin Anderson,1/27/2024,Services,New,1,,,3130,1/19/1900,3/28/2024,
Prosacco-Kub,Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Sarah Davis,2/6/2024,SAAS,New,1,,,7247,2/28/1900,5/28/2024,
Green-Kuhlman,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),Laura Thompson,4/19/2024,Services,New,1,,,5609,3/30/1900,3/27/2025,
Runolfsson-Konopelski,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Emily Johnson,4/18/2024,Services,New,1,,,4369,2/18/1900,3/13/2025,
Witting-Harvey,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Jessica Martinez,3/27/2024,Custom solution,New,1,,,4214,2/18/1900,8/4/2024,
Kozey LLC,Switzerland,46.204391,6.143158,Education & Science,Medium (201-500),Jessica Martinez,5/31/2024,SAAS,New,1,,,824,3/20/1900,5/20/2025,
"Kunde, Trantow and Smitham",Austria,48.210033,16.363449,Banking and Finance,Medium (201-500),Laura Thompson,4/13/2024,SAAS,New,1,,,639,2/8/1900,10/15/2024,
Hills LLC,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),David Wilson,5/8/2024,Services,New,1,,,2686,1/19/1900,2/19/2025,
"Frami, Homenick and Okuneva",Netherlands,52.370216,4.895168,Agriculture & Mining,Medium (201-500),Kevin Anderson,5/1/2024,SAAS,New,1,,,465,1/19/1900,12/28/2024,
Lind Inc,Austria,48.210033,16.363449,Agriculture & Mining,Medium (201-500),Sarah Davis,1/21/2024,Services,New,1,,,2049,3/30/1900,9/8/2024,
O'Conner Inc,Italy,41.902782,12.496366,Retail & Distribution,Medium (201-500),Sarah Davis,4/18/2024,Services,New,1,,,5160,1/19/1900,8/9/2024,
Ondricka-Leuschke,Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),Michael Brown,1/6/2024,Services,New,1,,,2783,2/28/1900,3/22/2024,
"Leuschke, Will and Wuckert",France,48.864716,2.349014,Agriculture & Mining,Medium (201-500),Emily Johnson,1/15/2024,Services,New,1,,,727,2/8/1900,11/12/2024,
Bartell LLC,Austria,48.210033,16.363449,Government Administration Healthcare,Medium (201-500),Laura Thompson,3/1/2024,SAAS,New,1,,,6977,2/8/1900,8/15/2024,
"Paucek, Borer and Dooley",Italy,41.902782,12.496366,Manufacturing & Production,Medium (201-500),David Wilson,5/28/2024,Services,New,1,,,5086,2/28/1900,2/19/2025,
Gislason LLC,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Michael Brown,1/27/2024,Custom solution,New,1,,,7919,3/30/1900,1/11/2025,
Wilderman-Waters,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),David Wilson,2/14/2024,Custom solution,New,1,,,7875,1/9/1900,10/15/2024,
"Shields, Beatty and DuBuque",Belgium,51.260197,4.402771,Construction & Engineering,Medium (201-500),Emily Johnson,5/13/2024,SAAS,New,1,,,3763,1/19/1900,10/10/2024,
Hand-Lindgren,Germany,52.520008,13.404954,Telecommunications,Medium (201-500),Jessica Martinez,1/2/2024,SAAS,New,1,,,6783,1/19/1900,3/4/2024,
"Nikolaus, Koelpin and Kilback",Netherlands,52.370216,4.895168,Professional Services  & Consulting,Medium (201-500),Laura Thompson,3/5/2024,Custom solution,New,1,,,5323,2/18/1900,10/21/2024,
"Hessel, Ullrich and O'Keefe",Spain,40.416775,-3.703790,Banking and Finance,Medium (201-500),Emily Johnson,3/25/2024,Services,New,1,,,6797,2/8/1900,6/14/2024,
"Auer, Reichert and Conn",Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Laura Thompson,4/19/2024,Services,New,1,,,5063,1/19/1900,7/5/2024,
"Klocko, Brekke and O'Connell",Germany,52.520008,13.404954,Manufacturing & Production,Medium (201-500),Laura Thompson,5/7/2024,SAAS,New,1,,,7039,1/19/1900,11/16/2024,
Mueller-Doyle,Belgium,51.260197,4.402771,Banking and Finance,Medium (201-500),David Wilson,2/14/2024,SAAS,New,1,,,4498,3/30/1900,7/2/2024,
Hauck-McDermott,Belgium,51.260197,4.402771,IT & IT Services,Medium (201-500),Sarah Davis,1/15/2024,SAAS,New,1,,,6073,3/10/1900,3/3/2024,
Bahringer-Rohan,Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),David Wilson,4/21/2024,SAAS,New,1,,,4800,1/19/1900,3/18/2025,
O'Hara-Russel,France,48.864716,2.349014,Banking and Finance,Medium (201-500),Sarah Davis,1/5/2024,Custom solution,New,1,,,3325,1/29/1900,11/1/2024,
"MacGyver, Morar and Bosco",France,48.864716,2.349014,Banking and Finance,Medium (201-500),John Smith,3/15/2024,SAAS,New,1,,,1199,4/9/1900,12/23/2024,
Rice-Steuber,France,48.864716,2.349014,IT & IT Services,Medium (201-500),Sarah Davis,4/1/2024,Services,New,1,,,5621,2/8/1900,2/6/2025,
"Wisoky, Vandervort and Beahan",Switzerland,46.204391,6.143158,Government Administration Healthcare,Medium (201-500),Jessica Martinez,1/23/2024,SAAS,New,1,,,2549,2/28/1900,10/31/2024,
"Reynolds, Parisian and Steuber",Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),Jessica Martinez,4/10/2024,Services,New,1,,,3219,2/8/1900,8/25/2024,
Smith Group,Germany,52.520008,13.404954,Professional Services  & Consulting,Medium (201-500),David Wilson,3/19/2024,Services,New,1,,,2160,2/18/1900,7/27/2024,
Swaniawski Inc,Netherlands,52.370216,4.895168,IT & IT Services,Medium (201-500),John Smith,2/11/2024,SAAS,New,1,,,1545,1/19/1900,3/22/2024,
"VonRueden, Hodkiewicz and Schmeler",Portugal,38.736946,-9.142685,Entertainment & Media & Hospitality,Medium (201-500),Jessica Martinez,4/27/2024,SAAS,New,1,,,229,2/18/1900,1/8/2025,
Dare LLC,Spain,40.416775,-3.703790,Telecommunications,Medium (201-500),Michael Brown,3/27/2024,Services,New,1,,,285,1/19/1900,12/14/2024,
Hand Group,Portugal,38.736946,-9.142685,Construction & Engineering,Medium (201-500),Emily Johnson,5/26/2024,Custom solution,New,1,,,6838,3/30/1900,2/6/2025,
"Simonis, Adams and Homenick",Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),David Wilson,1/18/2024,SAAS,New,1,,,4339,1/29/1900,9/27/2024,
"Greenfelder, Miller and Sauer",Spain,40.416775,-3.703790,IT & IT Services,Medium (201-500),Laura Thompson,1/27/2024,Services,New,1,,,3405,1/9/1900,6/12/2024,
"Deckow, Wunsch and Gerlach",Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Michael Brown,5/11/2024,SAAS,New,1,,,2221,3/30/1900,6/26/2024,
McDermott LLC,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Michael Brown,3/11/2024,SAAS,New,1,,,4404,1/19/1900,10/14/2024,
VonRueden-Borer,France,48.864716,2.349014,Entertainment & Media & Hospitality,Medium (201-500),Kevin Anderson,4/18/2024,Custom solution,New,1,,,6369,1/29/1900,6/20/2024,
Maggio-Skiles,Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Sarah Davis,1/5/2024,SAAS,New,1,,,799,1/29/1900,3/20/2024,
Littel-Rau,Spain,40.416775,-3.703790,Agriculture & Mining,Medium (201-500),Sarah Davis,1/12/2024,SAAS,New,1,,,2740,3/20/1900,5/18/2024,
"Bartoletti, Morar and Senger",Spain,40.416775,-3.703790,Education & Science,Medium (201-500),Jessica Martinez,3/9/2024,SAAS,New,1,,,4124,2/8/1900,5/26/2024,
Schimmel-Rath,Belgium,51.260197,4.402771,Transportation & Logistics,Medium (201-500),Laura Thompson,3/14/2024,Services,New,1,,,3431,1/19/1900,4/17/2024,
"Abbott, Skiles and Hermiston",Italy,41.902782,12.496366,Banking and Finance,Medium (201-500),Laura Thompson,4/26/2024,SAAS,New,1,,,4306,2/28/1900,11/19/2024,
"Feil, Hayes and Johnston",Switzerland,46.204391,6.143158,Telecommunications,Medium (201-500),Michael Brown,2/8/2024,Services,New,1,,,2988,2/18/1900,11/28/2024,
Macejkovic-Nitzsche,Portugal,38.736946,-9.142685,IT & IT Services,Medium (201-500),Jessica Martinez,3/27/2024,SAAS,New,1,,,1307,1/29/1900,7/17/2024,
"Funk, Collier and Kilback",Austria,48.210033,16.363449,IT & IT Services,Medium (201-500),Laura Thompson,1/25/2024,Services,New,1,,,4757,1/29/1900,6/1/2024,
Hagenes-Price,Portugal,38.736946,-9.142685,Professional Services  & Consulting,Medium (201-500),David Wilson,5/14/2024,SAAS,New,1,,,3458,2/8/1900,10/1/2024,
"Parisian, Wyman and Wolf",France,48.864716,2.349014,Education & Science,Medium (201-500),Laura Thompson,5/2/2024,Services,New,1,,,5921,2/8/1900,7/13/2024,
"Roberts, Dietrich and Lind",Switzerland,46.204391,6.143158,Telecommunications,Medium (201-500),John Smith,5/22/2024,SAAS,New,1,,,2305,2/8/1900,3/18/2025,
West Group,Italy,41.902782,12.496366,Government Administration Healthcare,Medium (201-500),Emily Johnson,1/21/2024,Custom solution,New,1,,,2764,1/29/1900,4/9/2024,
"Collins, Luettgen and Dooley",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),Laura Thompson,5/23/2024,Services,New,1,,,7311,1/9/1900,9/3/2024,
"Hansen, Halvorson and Cremin",Portugal,38.736946,-9.142685,Recreation & Sports,Medium (201-500),Jessica Martinez,4/13/2024,SAAS,New,1,,,1828,3/20/1900,5/21/2024,
"Brekke, Stark and Cummings",Germany,52.520008,13.404954,IT & IT Services,Medium (201-500),John Smith,3/20/2024,SAAS,New,1,,,1846,1/29/1900,10/27/2024,
Lakin-Glover,Italy,41.902782,12.496366,Recreation & Sports,Medium (201-500),Sarah Davis,2/20/2024,Custom solution,New,1,,,6929,1/19/1900,7/19/2024,
Wehner-Littel,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Jessica Martinez,5/8/2024,Services,New,1,,,1720,2/28/1900,6/1/2024,
Franecki-Green,Italy,41.902782,12.496366,Education & Science,Medium (201-500),Laura Thompson,3/8/2024,SAAS,New,1,,,6119,1/29/1900,10/25/2024,
Anderson-Senger,Italy,41.902782,12.496366,Transportation & Logistics,Medium (201-500),Kevin Anderson,4/14/2024,Services,New,1,,,1087,2/8/1900,6/17/2024,
Leannon and Sons,Switzerland,46.204391,6.143158,Transportation & Logistics,Medium (201-500),Michael Brown,2/7/2024,Services,New,1,,,1358,1/29/1900,12/30/2024,
"Bernhard, Lockman and Nolan",Switzerland,46.204391,6.143158,Professional Services  & Consulting,Medium (201-500),Laura Thompson,1/11/2024,Services,New,1,,,3463,1/19/1900,9/1/2024,
"Goyette, Corwin and Jast",Germany,52.520008,13.404954,Banking and Finance,Medium (201-500),David Wilson,2/25/2024,SAAS,New,1,,,2395,1/29/1900,4/3/2024,
Kuvalis and Sons,Portugal,38.736946,-9.142685,Government Administration Healthcare,Medium (201-500),John Smith,4/18/2024,Services,New,1,,,2547,2/8/1900,6/23/2024,
Emard-Hand,Switzerland,46.204391,6.143158,Recreation & Sports,Medium (201-500),Emily Johnson,3/24/2024,SAAS,New,1,,,1557,1/19/1900,7/8/2024,
"Pagac, Lindgren and Kling",Belgium,51.260197,4.402771,Manufacturing & Production,Medium (201-500),Jessica Martinez,3/24/2024,SAAS,New,1,,,6040,2/8/1900,5/15/2024,
Denesik Group,Portugal,38.736946,-9.142685,Banking and Finance,Medium (201-500),Sarah Davis,4/10/2024,SAAS,New,1,,,2867,3/20/1900,6/26/2024,
"Weber, Harvey and Hilpert",Austria,48.210033,16.363449,Retail & Distribution,Medium (201-500),Michael Brown,1/12/2024,SAAS,New,1,,,5894,1/29/1900,4/9/2024,
Hahn-Tillman,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Jessica Martinez,1/11/2024,Services,New,1,,,1595,1/29/1900,5/9/2024,
Rippin LLC,France,48.864716,2.349014,Retail & Distribution,Medium (201-500),Michael Brown,5/24/2024,SAAS,New,1,,,4690,4/9/1900,10/21/2024,
Stark LLC,Germany,52.520008,13.404954,Transportation & Logistics,Medium (201-500),Sarah Davis,4/11/2024,Services,New,1,,,6578,1/29/1900,12/10/2024,
Monahan-Hilpert,Portugal,38.736946,-9.142685,Transportation & Logistics,Medium (201-500),Laura Thompson,4/13/2024,Services,New,1,,,6308,1/19/1900,10/15/2024,
Midel,Italy,41.902782,12.496366,Recreation & Sports,Large (501-1000),Laura Thompson,1/2/2024,Services,New,1,,,5166,1/29/1900,1/26/2024,
Davis LLC,Germany,52.520008,13.404954,Recreation & Sports,Large (501-1000),Kevin Anderson,3/26/2024,Services,New,1,,,14523,1/29/1900,8/5/2024,
"Quitzon, Windler and Labadie",Germany,52.520008,13.404954,Transportation & Logistics,Large (501-1000),John Smith,4/1/2024,Custom solution,New,1,,,5375,1/19/1900,2/3/2025,
"Mueller, Runolfsson and Jacobson",Switzerland,46.204391,6.143158,Banking and Finance,Large (501-1000),Michael Brown,3/19/2024,SAAS,New,1,,,13128,2/28/1900,3/18/2025,
Sipes and Sons,France,48.864716,2.349014,Transportation & Logistics,Large (501-1000),Laura Thompson,5/15/2024,SAAS,New,1,,,18904,1/29/1900,6/27/2024,
Romaguera-Douglas,Netherlands,52.370216,4.895168,Transportation & Logistics,Large (501-1000),Emily Johnson,5/4/2024,SAAS,New,1,,,11566,2/8/1900,6/6/2024,
Koepp Inc,Italy,41.902782,12.496366,Government Administration Healthcare,Large (501-1000),Jessica Martinez,1/10/2024,Custom solution,New,1,,,7949,1/19/1900,12/18/2024,
Farrell LLC,Austria,48.210033,16.363449,Telecommunications,Large (501-1000),Laura Thompson,4/1/2024,Custom solution,New,1,,,6542,2/8/1900,10/5/2024,
Ankunding LLC,Switzerland,46.204391,6.143158,IT & IT Services,Large (501-1000),Jessica Martinez,3/1/2024,Services,New,1,,,16150,2/8/1900,5/29/2024,
"Wuckert, Swift and Becker",Germany,52.520008,13.404954,Professional Services  & Consulting,Large (501-1000),Sarah Davis,1/6/2024,SAAS,New,1,,,12331,2/8/1900,12/1/2024,
Yakidoo,Portugal,38.736946,-9.142685,Energy & Utilities,Enterprise (1001+),Michael Brown,4/8/2024,Services,New,1,,,5559,2/18/1900,7/22/2024,
Meemm,France,48.864716,2.349014,Agriculture & Mining,Enterprise (1001+),Michael Brown,3/28/2024,Services,New,1,,,17695,3/20/1900,3/5/2025,
Rhybox,Italy,41.902782,12.496366,Telecommunications,Enterprise (1001+),Emily Johnson,3/27/2024,Custom solution,New,1,,,18405,3/10/1900,9/11/2024,
Gleason LLC,Spain,40.416775,-3.703790,Telecommunications,Enterprise (1001+),Laura Thompson,2/27/2024,Custom solution,New,1,,,17424,2/8/1900,11/4/2024,
Wolf-Wolff,Spain,40.416775,-3.703790,Telecommunications,Enterprise (1001+),Laura Thompson,1/18/2024,Services,New,1,,,4132,2/28/1900,6/22/2024,
Armstrong LLC,Switzerland,46.204391,6.143158,Professional Services  & Consulting,Enterprise (1001+),Laura Thompson,3/6/2024,Custom solution,New,1,,,3394,2/18/1900,12/22/2024,
Hauck-Erdman,Switzerland,46.204391,6.143158,IT & IT Services,Enterprise (1001+),Emily Johnson,2/15/2024,Custom solution,New,1,,,9437,1/19/1900,8/21/2024,
